Time Flux
2.496 0.4262781552991137
6.59 0.7063849070746726
9.469 0.6570827131796045
1.22 1.859734324527491
5.47 1.8140440908968618
3.0180000000000002 0.902394874624568
3.132 0.8291604889139734
7.323 1.3974819232184101
9.25 1.1002914630388265
7.229 2.0956774290805114
1.635 0.9624298313807322
0.227 1.6305163361714998
9.274000000000001 0.9199463741602916
3.418 0.5020803884041342
1.035 1.7178652437374047
5.2860000000000005 1.5481867739609287
4.49 1.9363336895619412
6.391 1.5387806078427329
9.143 1.870813295830955
8.393 0.9727244052449002
4.7940000000000005 1.84261030215031
2.461 0.406120235755546
6.148 1.3989632668240708
7.705 0.40022914041973295
8.509 0.9759641471701348
5.558 2.068579479374037
8.5 0.6716783042532097
7.9190000000000005 1.4821393280394468
6.532 1.1460942072436824
1.77 1.7387995685748394
2.98 1.2797279738771121
0.111 1.4929572261785795
7.63 0.4963079358435316
3.833 1.5878459674691425
3.38 0.3025999392573869
1.083 2.157092857220435
5.2250000000000005 1.140496003713334
4.178 0.7042092656761025
4.231 0.6418585019323093
8.289 1.8341983452067268
2.7880000000000003 1.3919900740414344
9.35 0.7805571514440584
1.0 1.7883432120895997
1.871 1.3920479851956271
6.037 0.48319698215086077
9.412 0.7946231439913338
1.619 0.963495344518094
0.193 1.7689508928372535
9.187 1.4331009042315017
7.566 1.2054622806404511
6.378 1.8759366388534402
4.346 0.9894522852360461
9.452 0.6163622215838939
2.628 0.8903068865974497
5.291 1.4569965012449353
7.593 0.3982905900663444
2.0 1.7757028518854119
2.3770000000000002 0.5013320581660327
6.619 1.1128223695860933
2.009 1.4723717470813602
4.598 2.0720883954283864
6.392 1.5821865916566855
4.986 1.181512123116644
2.976 1.4051203055941832
0.983 2.1848692392751876
0.263 1.7067206029191295
6.7780000000000005 0.4017051754398852
3.337 0.513061671784075
7.118 1.3012771712903324
7.03 1.0273849222289946
0.166 1.6779675582287545
1.591 0.6746744874551732
8.011000000000001 1.3493249178520599
2.031 1.698843552885018
3.352 0.20757791028983302
8.611 1.104783691028493
4.805 1.431568584426033
9.58 1.1159551633335159
5.097 1.0232329040449746
3.247 0.21074725961522423
2.295 0.6145200153925723
6.3340000000000005 1.8524469403829353
2.763 1.4809815615415205
5.316 1.6126179547374364
7.7250000000000005 0.1645182331208458
5.664 1.8030461353007547
7.732 0.5700131545037489
2.529 0.7284125053162277
2.327 0.6904750605860086
1.286 1.473467291919333
8.383000000000001 1.2277218756278987
9.896 1.6651727873927258
0.02 1.2051041457911142
9.883000000000001 2.0258991474574226
3.189 0.2833621619906675
9.134 1.629900246176077
3.443 0.8124912331132401
8.666 0.969154751783501
2.77 1.5989724323065317
3.826 1.7186043974807168
1.953 1.8899409696164065
2.953 1.9388183696590024
2.793 1.0391121182566707
7.686 0.3759745001606499
6.086 0.9257840567118365
0.662 0.6968802068641107
7.0760000000000005 1.198692990682787
7.1610000000000005 1.660402335789882
7.2250000000000005 1.935418027872132
2.622 1.1416816440869224
3.615 1.2206861033204308
5.125 0.7965856963795963
2.951 1.3944241577484762
9.108 1.84968268593365
6.521 1.2752932327192412
9.496 0.9205655234392399
5.031 0.8304820297568176
5.941 0.6629989200678746
0.396 1.936542000129924
5.806 0.1695720879103112
7.61 0.6258369330655356
6.28 2.0954772995088837
7.640000000000001 0.49281287451732525
6.836 0.35088349044359923
3.833 1.9245782002793608
4.219 0.7253854537774495
0.752 0.692065691637207
5.756 1.3403682091140632
7.3660000000000005 1.251186667913056
5.614 1.5764825819575339
3.6 1.7015551451347921
3.672 1.4345969426293048
6.178 1.0334088964763661
4.862 1.3509234225171765
2.117 1.368286525772803
0.968 1.9030370137793318
7.181 1.6139905902657636
3.95 1.0692636734954377
6.297 1.6591866576597936
4.6930000000000005 1.5691706698904293
8.004 1.8884969231094644
0.245 1.8159283358788416
8.529 0.6444591342496555
9.928 1.9001432092137003
1.778 1.5097869678479887
3.617 1.4447889540989654
2.05 1.7166035429699922
1.391 0.8594340534061832
0.506 0.8159304832558062
4.0920000000000005 0.6440301783460121
1.974 1.92468590596078
7.62 0.6731568022304592
3.196 0.5045537131491982
0.928 1.3348331376810072
9.735 1.5805752963974644
7.0440000000000005 1.350070338211596
6.5920000000000005 1.1711220478701203
7.339 1.6021398361893693
2.186 1.2720504021059749
1.673 0.9589031873688193
5.085 0.8729848450632369
5.072 0.8121476735595584
4.722 2.187691161195173
1.546 0.7169780662258205
2.211 1.405541160040261
5.988 0.5425687493556448
8.6 0.7605820161999217
2.248 1.0477535839297145
8.514 0.8109393214861353
4.938 0.762092119716256
4.244 0.5836397230900465
6.992 0.9445710433542863
6.033 0.8156866489951793
2.74 1.5472729547326782
7.567 0.27740158012821137
5.337 2.056178280060302
9.694 1.5362374938189995
5.628 1.3917248154423136
1.297 1.4879404817042443
0.9460000000000001 1.6551887803769705
0.8300000000000001 1.2893104349086602
9.771 1.678113443222273
3.593 1.338431777847148
7.58 0.4557396527449076
3.906 1.1934385075248317
6.212 1.4277289168277134
0.12 1.5066291603778659
6.933 0.8030235746697536
2.6510000000000002 1.1357796562156737
1.114 2.102977616502213
5.958 0.8254920134320932
7.5440000000000005 0.8146696951887593
8.223 1.4958547982816035
0.273 1.6734081715539106
8.813 1.3623221401917456
8.9 1.986699230626549
8.407 0.7659217009584571
8.329 1.1189559968534821
9.008000000000001 2.2051627513105005
5.671 1.247398095774444
0.337 1.9142181851357276
7.2780000000000005 1.811730888771475
6.537 1.274158117575218
5.042 0.7429756508530035
1.698 1.2872328695242223
3.598 1.3169220087807159
3.205 0.38930827809688506
8.924 2.0617180040910394
3.6910000000000003 1.6418561726050946
0.297 1.3307786895307545
3.244 0.8243933350268265
7.684 0.4700064991762291
0.526 1.462235315612734
7.442 1.1576048799923961
0.252 1.724218601836801
0.837 0.8177290096646614
6.801 0.348947170263564
4.102 0.641655490795863
8.712 1.1337146044648463
0.163 1.9894692500038373
9.194 1.425871625513514
5.361 2.112372850145783
0.492 0.7706083191790207
7.355 1.8219041418908277
9.540000000000001 0.8526159863365693
4.489 1.8011951158016366
1.2590000000000001 1.7196404638495628
4.791 1.6784628438248363
2.063 1.6762544802689003
5.968 0.568706477718816
0.486 1.1134040077866993
4.2860000000000005 0.6750927811117571
4.206 1.0008297712576724
3.915 1.3839487951178888
3.958 1.1627241082213726
6.516 1.124872990867895
0.078 1.6195372458184834
7.946 1.2211025517794631
3.73 2.079978410910004
6.43 1.7506416570094354
8.509 1.1486396693428116
9.35 1.2567777183430682
1.546 0.9863059984196955
8.881 1.7861563925539956
3.5060000000000002 0.907971465530141
7.84 0.4245614415533195
0.86 1.1988094210794769
4.0680000000000005 0.5536145707560214
5.488 2.029727529135548
3.0500000000000003 1.2178256042925892
1.187 1.540306328338159
8.679 1.2666068722843136
8.453 1.0930545290610882
0.849 1.6640481985624245
7.537 0.8124207299677091
5.8500000000000005 0.9114028891340431
4.103 0.7311176132450623
5.3790000000000004 1.8830751293975145
0.325 1.8826335223308934
1.95 1.563666228036849
9.039 1.8971916530821213
8.661 0.4306426379850108
1.6300000000000001 0.8389913725933182
3.189 0.563369138037864
2.39 0.46086730797779984
1.0090000000000001 1.645871617074726
9.331 0.9834441510748988
9.484 1.0044358167395129
1.106 1.9055436188366779
2.395 0.5701310069821378
0.467 1.4198453567710418
4.478 1.7310470115602767
9.623 1.4314607330777231
1.571 0.848213377698498
3.99 0.963451232430429
2.962 1.7339611739869425
3.844 1.4667220912205703
7.175 1.4382964458811847
8.449 0.9039759502187208
1.1400000000000001 1.912957844643823
7.791 0.27195313843552776
8.52 0.8454959391897586
6.307 1.8104378077343846
0.185 1.6156335357892242
0.20800000000000002 1.9292357642706148
0.28800000000000003 1.8905204143636376
2.353 0.8822214740632802
6.607 0.816869921805091
5.119 1.0299070407971564
3.326 0.549742036505787
3.48 0.7829776066430889
0.7010000000000001 0.8250073994169578
5.249 1.2285407453410062
5.67 1.584983325704934
3.7920000000000003 2.0118320279725834
8.494 0.7259154736793978
0.514 1.014278070599347
1.512 0.9548246630190771
4.563 1.9571469079053192
8.382 1.1775984320996613
8.144 1.9224028793372852
5.055 0.9267075641837441
5.988 0.4627823187332077
1.621 0.5248455107780285
7.995 1.6298342511635915
9.152000000000001 1.644071251669671
4.256 0.914143395241652
6.19 1.5795074606874437
9.962 1.8558453364417773
2.649 1.0197475788984756
9.594 1.0013547509044614
2.624 1.3651794596828273
2.125 1.695524627369472
6.016 0.941239089186716
5.211 1.257097050359361
9.404 0.525720959016854
0.342 1.7056507012259212
0.58 0.9403782827854812
2.118 1.1946562151274538
6.597 1.242839392403301
9.748 1.3996521115711422
5.013 0.8262689037735605
5.188 1.3013150769145108
0.971 1.9381612387870806
6.715 0.24488440772246256
3.701 1.5330004500825851
3.872 1.4805747259665532
3.275 0.42453203371407877
3.616 1.9248250499495292
8.13 1.7602651973450925
3.0540000000000003 1.2750823207829474
3.895 1.7926033753839417
3.571 1.3759758229018393
3.037 1.0487445459320506
1.5030000000000001 0.8075412420291906
2.357 0.618443790564306
2.34 0.6996719028217744
5.527 1.7858765178174123
9.998 1.577524629728267
8.869 1.5386753676583156
9.16 1.782979291959796
5.594 2.1463846082164806
4.9270000000000005 0.8816259828593146
4.417 1.5784931143242087
3.5460000000000003 1.075128305661052
5.279 1.4058801596442438
9.014 1.7446039653153271
3.416 0.4887673014114353
4.732 1.5861341680616037
1.545 0.6295552046240396
7.488 0.8477596379313782
9.005 2.1315606973134598
5.1370000000000005 1.0672044556563185
4.4510000000000005 1.6330471916879037
2.232 1.4320680711813432
0.098 1.6340566611832077
8.701 1.085302471260953
8.284 1.4769102123261513
5.652 1.3000674621004167
1.3880000000000001 0.6063250423227454
0.317 1.4260492002203968
8.356 0.978010522755395
8.887 1.6858531576937028
9.417 0.7263402255144824
9.098 1.7444357882781858
8.919 2.305653614101281
2.473 0.42560514406021
1.002 1.9401946253612627
5.4990000000000006 2.0534007226039632
3.744 1.8809253686809475
1.408 0.9538265301160956
5.542 1.8781182709280237
5.5280000000000005 1.6948303540741296
2.3930000000000002 0.3445751927201197
6.154 1.4257536424347552
2.547 0.6033060797150094
3.041 1.1013399869596514
3.806 1.8196743378344842
4.133 0.4815632155078663
1.587 0.9438649745889376
3.096 1.0379004522094017
2.801 1.3006478583947751
9.238 1.382941764982569
8.496 0.8243115062741655
0.967 1.5518120805528777
9.904 1.6989960815459135
7.055 1.4240545569597556
6.727 0.5200432342145133
9.145 1.6141553499785006
1.2790000000000001 1.4105620995436832
5.912 0.4371435006111948
3.813 1.6612267522586364
4.672 2.0900763106950517
4.227 0.6189024669023513
1.337 1.2741415856029181
4.102 0.7436186774680197
3.751 1.4546600645251482
9.942 1.595258004332035
6.832 0.8054405539961609
